scenario,replicate,step,susceptible,infected,recovered
high_transmission,4,63,41,9,130
high_transmission,4,64,39,10,131
high_transmission,4,65,38,10,132
high_transmission,4,66,37,10,133
high_transmission,4,67,37,8,135
high_transmission,4,68,35,10,135
high_transmission,4,69,35,8,137
high_transmission,4,70,35,8,137
high_transmission,4,71,35,7,138
high_transmission,4,72,35,7,138
high_transmission,4,73,35,7,138
high_transmission,4,74,34,8,138
high_transmission,4,75,34,8,138
high_transmission,4,76,34,7,139
high_transmission,4,77,34,7,139
high_transmission,4,78,33,6,141
high_transmission,4,79,33,5,142
high_transmission,4,80,33,4,143
high_transmission,5,0,175,5,0
high_transmission,5,1,172,8,0
high_transmission,5,2,171,9,0
high_transmission,5,3,170,10,0
high_transmission,5,4,169,11,0
high_transmission,5,5,167,13,0
high_transmission,5,6,167,13,0
high_transmission,5,7,167,13,0
high_transmission,5,8,165,15,0
high_transmission,5,9,164,16,0
high_transmission,5,10,162,18,0
high_transmission,5,11,157,23,0
high_transmission,5,12,153,27,0
high_transmission,5,13,149,31,0
high_transmission,5,14,144,31,5
high_transmission,5,15,143,29,8
high_transmission,5,16,140,31,9
high_transmission,5,17,135,35,10
high_transmission,5,18,131,38,11
high_transmission,5,19,129,38,13
high_transmission,5,20,123,44,13
high_transmission,5,21,119,48,13
high_transmission,5,22,115,50,15
high_transmission,5,23,106,58,16
high_transmission,5,24,101,61,18
high_transmission,5,25,93,64,23
high_transmission,5,26,89,64,27
high_transmission,5,27,85,64,31
high_transmission,5,28,81,63,36
high_transmission,5,29,80,63,37
high_transmission,5,30,75,65,40
high_transmission,5,31,72,63,45
high_transmission,5,32,68,63,49
high_transmission,5,33,66,63,51
high_transmission,5,34,63,60,57
high_transmission,5,35,63,56,61
high_transmission,5,36,59,56,65
high_transmission,5,37,58,48,74
high_transmission,5,38,57,44,79
high_transmission,5,39,54,39,87
high_transmission,5,40,54,35,91
high_transmission,5,41,52,33,95
high_transmission,5,42,51,30,99
high_transmission,5,43,51,29,100
high_transmission,5,44,50,25,105
high_transmission,5,45,50,22,108
high_transmission,5,46,50,18,112
high_transmission,5,47,49,17,114
high_transmission,5,48,49,14,117
high_transmission,5,49,48,15,117
high_transmission,5,50,48,11,121
high_transmission,5,51,48,10,122
high_transmission,5,52,48,9,123
high_transmission,5,53,48,6,126
high_transmission,5,54,48,6,126
high_transmission,5,55,48,4,128
high_transmission,5,56,47,4,129
high_transmission,5,57,47,4,129
high_transmission,5,58,47,3,130
high_transmission,5,59,46,4,130
high_transmission,5,60,46,4,130
high_transmission,5,61,44,5,131
high_transmission,5,62,43,6,131
high_transmission,5,63,43,5,132
high_transmission,5,64,43,5,132
high_transmission,5,65,43,5,132
high_transmission,5,66,43,5,132
high_transmission,5,67,43,5,132
high_transmission,5,68,43,5,132
high_transmission,5,69,43,5,132
high_transmission,5,70,43,4,133
high_transmission,5,71,43,4,133
high_transmission,5,72,43,4,133
high_transmission,5,73,43,3,134
high_transmission,5,74,43,3,134
high_transmission,5,75,43,1,136
high_transmission,5,76,43,0,137
